id,date,store_nbr,item_nbr,unit_sales,onpromotion
1445,2024-08-22,2,3,10.51,0
1446,2024-08-22,2,4,10.85,0
1447,2024-08-22,2,5,10.75,0
1448,2024-08-22,2,6,8.41,0
1449,2024-08-22,2,7,10.71,0
1450,2024-08-22,2,8,7.73,0
1451,2024-08-22,2,9,6.51,0
1452,2024-08-22,2,10,7.88,1
1453,2024-08-22,2,11,12.92,1
1454,2024-08-22,2,12,7.04,0
1455,2024-08-22,2,13,6.49,0
1456,2024-08-22,2,14,5.37,0
1457,2024-08-22,3,1,7.85,0
1458,2024-08-22,3,2,8.26,0
1459,2024-08-22,3,3,8.65,0
1460,2024-08-22,3,4,11.3,0
1461,2024-08-22,3,5,13.09,0
1462,2024-08-22,3,6,7.57,0
1463,2024-08-22,3,7,11.69,0
1464,2024-08-22,3,8,9.4,1
1465,2024-08-22,3,9,7.92,1
1466,2024-08-22,3,10,6.53,0
1467,2024-08-22,3,11,9.6,0
1468,2024-08-22,3,12,7.36,0
1469,2024-08-22,3,13,10.6,0
1470,2024-08-22,3,14,4.66,0
1471,2024-08-24,1,1,22.54,1
1472,2024-08-24,1,2,13.18,0
1473,2024-08-24,1,3,20.63,1
1474,2024-08-24,1,4,15.18,0
1475,2024-08-24,1,5,18.36,1
1476,2024-08-24,1,6,13.07,0
1477,2024-08-24,1,7,13.99,0
1478,2024-08-24,1,8,11.15,0
1479,2024-08-24,1,9,15.7,0
1480,2024-08-24,1,10,8.25,0
1481,2024-08-24,1,11,8.27,0
1482,2024-08-24,1,12,6.19,0
1483,2024-08-24,1,13,10.45,1
1484,2024-08-24,1,14,10.18,1
1485,2024-08-24,2,1,7.23,0
1486,2024-08-24,2,2,11.41,1
1487,2024-08-24,2,3,8.73,0
1488,2024-08-24,2,4,16.06,0
1489,2024-08-24,2,5,6.79,0
1490,2024-08-24,2,6,7.25,0
1491,2024-08-24,2,7,15.75,0
1492,2024-08-24,2,8,9.85,0
1493,2024-08-24,2,9,12.75,0
1494,2024-08-24,2,10,8.53,0
1495,2024-08-24,2,11,6.93,0
1496,2024-08-24,2,12,7.08,0
1497,2024-08-24,2,13,7.44,0
1498,2024-08-24,2,14,2.71,0
1499,2024-08-24,3,1,11.88,1
1500,2024-08-24,3,2,13.67,0
1501,2024-08-24,3,3,9.87,0
1502,2024-08-24,3,4,9.51,0
1503,2024-08-24,3,5,12.9,0
1504,2024-08-24,3,6,11.74,0
1505,2024-08-24,3,7,15.17,1
1506,2024-08-24,3,8,15.29,1
1507,2024-08-24,3,9,15.76,0
1508,2024-08-24,3,10,11.46,1
1509,2024-08-24,3,11,9.79,0
1510,2024-08-24,3,12,9.72,0
1511,2024-08-24,3,13,7.81,0
1512,2024-08-24,3,14,4.44,0
1513,2024-08-26,1,1,19.84,1
1514,2024-08-26,1,2,12.99,0
1515,2024-08-26,1,3,10.66,0
1516,2024-08-26,1,4,12.4,1
1517,2024-08-26,1,5,7.48,0
1518,2024-08-26,1,6,9.27,0
1519,2024-08-26,1,7,12.53,0
1520,2024-08-26,1,8,13.77,0
1521,2024-08-26,1,9,14.19,0
1522,2024-08-26,1,10,8.1,0
1523,2024-08-26,1,11,10.41,0
1524,2024-08-26,1,12,8.09,0
1525,2024-08-26,1,13,7.08,0
1526,2024-08-26,1,14,5.11,0
1527,2024-08-26,2,1,8.18,0
1528,2024-08-26,2,2,12.66,0
1529,2024-08-26,2,3,10.91,0
1530,2024-08-26,2,4,9.02,0
1531,2024-08-26,2,5,9.13,0
1532,2024-08-26,2,6,11.47,0
1533,2024-08-26,2,7,14.09,0
1534,2024-08-26,2,8,16.2,1
1535,2024-08-26,2,9,12.68,0
1536,2024-08-26,2,10,7.62,0
1537,2024-08-26,2,11,7.19,1
1538,2024-08-26,2,12,6.95,0
1539,2024-08-26,2,13,6.1,0
1540,2024-08-26,2,14,6.6,0
1541,2024-08-26,3,1,12.81,0
1542,2024-08-26,3,2,12.14,0
1543,2024-08-26,3,3,13.97,0
1544,2024-08-26,3,4,13.46,1
1545,2024-08-26,3,5,7.02,0
1546,2024-08-26,3,6,9.62,0
1547,2024-08-26,3,7,14.1,0
1548,2024-08-26,3,8,7.3,0
1549,2024-08-26,3,9,9.74,0
1550,2024-08-26,3,10,5.97,0
1551,2024-08-26,3,11,7.06,0
1552,2024-08-26,3,12,8.0,0
1553,2024-08-26,3,13,8.2,0
1554,2024-08-26,3,14,5.06,1
1555,2024-08-28,1,1,15.8,1
1556,2024-08-28,1,2,12.17,0
1557,2024-08-28,1,3,8.88,0
1558,2024-08-28,1,4,13.94,0
1559,2024-08-28,1,5,15.7,1
1560,2024-08-28,1,6,14.28,0
1561,2024-08-28,1,7,16.7,0
1562,2024-08-28,1,8,10.94,0
1563,2024-08-28,1,9,13.32,0
1564,2024-08-28,1,10,9.9,0
1565,2024-08-28,1,11,8.68,0
1566,2024-08-28,1,12,6.96,0
1567,2024-08-28,1,13,13.2,1
1568,2024-08-28,1,14,7.96,0
1569,2024-08-28,2,1,13.24,0
1570,2024-08-28,2,2,6.95,0
1571,2024-08-28,2,3,6.46,0
1572,2024-08-28,2,4,10.99,0
1573,2024-08-28,2,5,10.03,0
1574,2024-08-28,2,6,6.0,0
1575,2024-08-28,2,7,11.83,0
1576,2024-08-28,2,8,12.64,0
1577,2024-08-28,2,9,6.52,0
1578,2024-08-28,2,10,6.2,0
1579,2024-08-28,2,11,8.69,0
1580,2024-08-28,2,12,8.49,0
1581,2024-08-28,2,13,7.15,0
1582,2024-08-28,2,14,6.56,0
1583,2024-08-28,3,1,7.54,0
1584,2024-08-28,3,2,6.66,0
1585,2024-08-28,3,3,10.8,0
1586,2024-08-28,3,4,9.91,0
1587,2024-08-28,3,5,12.0,0
1588,2024-08-28,3,6,14.87,0
1589,2024-08-28,3,7,17.74,1
1590,2024-08-28,3,8,10.69,0
1591,2024-08-28,3,9,10.04,1
1592,2024-08-28,3,10,6.9,0
1593,2024-08-28,3,11,8.58,0
1594,2024-08-28,3,12,5.59,0
1595,2024-08-28,3,13,10.46,0
1596,2024-08-28,3,14,4.39,0
1597,2024-08-30,1,1,15.16,0
1598,2024-08-30,1,2,14.28,1
1599,2024-08-30,1,3,17.04,0
1600,2024-08-30,1,4,15.96,0
1601,2024-08-30,1,5,12.79,0
1602,2024-08-30,1,6,15.56,0
1603,2024-08-30,1,7,14.93,0
1604,2024-08-30,1,8,11.1,0
1605,2024-08-30,1,9,16.15,0
1606,2024-08-30,1,10,6.01,0
1607,2024-08-30,1,11,10.59,0
1608,2024-08-30,1,12,6.81,0
1609,2024-08-30,1,13,9.87,0
1610,2024-08-30,1,14,6.6,0
1611,2024-08-30,2,1,11.24,0
1612,2024-08-30,2,2,7.94,0
1613,2024-08-30,2,3,6.39,0
1614,2024-08-30,2,4,9.4,0
1615,2024-08-30,2,5,14.19,0
1616,2024-08-30,2,6,13.98,0
1617,2024-08-30,2,7,9.87,0
1618,2024-08-30,2,8,11.9,1
1619,2024-08-30,2,9,11.8,0
1620,2024-08-30,2,10,9.43,0
1621,2024-08-30,2,11,8.43,0
1622,2024-08-30,2,12,6.74,0
1623,2024-08-30,2,13,5.45,0
1624,2024-08-30,2,14,6.04,0
1625,2024-08-30,3,1,10.83,0
1626,2024-08-30,3,2,9.8,0
1627,2024-08-30,3,3,13.12,0
1628,2024-08-30,3,4,7.08,0
1629,2024-08-30,3,5,7.97,0
1630,2024-08-30,3,6,6.98,0
1631,2024-08-30,3,7,14.49,0
1632,2024-08-30,3,8,10.12,0
1633,2024-08-30,3,9,11.5,0
1634,2024-08-30,3,10,6.15,0
1635,2024-08-30,3,11,13.16,1
1636,2024-08-30,3,12,4.84,0
1637,2024-08-30,3,13,6.73,0
1638,2024-08-30,3,14,5.38,0
1639,2024-09-03,1,1,10.93,0
1640,2024-09-03,1,2,14.05,0
1641,2024-09-03,1,3,9.43,0
1642,2024-09-03,1,4,11.75,0
1643,2024-09-03,1,5,17.87,1
1644,2024-09-03,1,6,9.26,0
1645,2024-09-03,1,7,14.04,0
1646,2024-09-03,1,8,16.56,1
1647,2024-09-03,1,9,16.77,0
1648,2024-09-03,1,10,11.48,1
1649,2024-09-03,1,11,10.39,0
1650,2024-09-03,1,12,10.67,0
1651,2024-09-03,1,13,7.88,1
1652,2024-09-03,1,14,8.8,0
1653,2024-09-03,2,1,16.18,1
1654,2024-09-03,2,2,11.23,0
1655,2024-09-03,2,3,11.79,0
1656,2024-09-03,2,4,12.89,0
1657,2024-09-03,2,5,11.36,1
1658,2024-09-03,2,6,8.58,0
1659,2024-09-03,2,7,10.31,0
1660,2024-09-03,2,8,11.15,1
1661,2024-09-03,2,9,12.48,0
1662,2024-09-03,2,10,10.04,0
1663,2024-09-03,2,11,5.52,0
1664,2024-09-03,2,12,7.35,0
1665,2024-09-03,2,13,11.4,0
1666,2024-09-03,2,14,4.61,0
1667,2024-09-03,3,1,15.92,0
1668,2024-09-03,3,2,11.91,0
1669,2024-09-03,3,3,11.74,0
1670,2024-09-03,3,4,19.87,1
1671,2024-09-03,3,5,6.96,0
1672,2024-09-03,3,6,14.1,0
1673,2024-09-03,3,7,10.41,0
1674,2024-09-03,3,8,7.57,0
1675,2024-09-03,3,9,9.61,0
1676,2024-09-03,3,10,8.41,1
1677,2024-09-03,3,11,9.49,0
1678,2024-09-03,3,12,6.06,0
1679,2024-09-03,3,13,7.08,0
1680,2024-09-03,3,14,7.77,0
1681,2024-09-05,1,1,11.87,0
1682,2024-09-05,1,2,10.36,0
1683,2024-09-05,1,3,11.87,0
1684,2024-09-05,1,4,14.16,0
1685,2024-09-05,1,5,13.36,0
1686,2024-09-05,1,6,17.51,0
1687,2024-09-05,1,7,17.58,0
1688,2024-09-05,1,8,14.22,0
1689,2024-09-05,1,9,13.01,0
1690,2024-09-05,1,10,11.96,0
1691,2024-09-05,1,11,8.68,0
1692,2024-09-05,1,12,7.69,0
1693,2024-09-05,1,13,15.78,1
1694,2024-09-05,1,14,8.27,0
1695,2024-09-05,2,1,14.37,0
1696,2024-09-05,2,2,10.92,0
1697,2024-09-05,2,3,14.5,0
1698,2024-09-05,2,4,7.17,0
1699,2024-09-05,2,5,17.26,1
1700,2024-09-05,2,6,12.55,0
1701,2024-09-05,2,7,12.69,0
1702,2024-09-05,2,8,12.5,0
1703,2024-09-05,2,9,7.14,0
1704,2024-09-05,2,10,9.23,0
1705,2024-09-05,2,11,8.26,0
1706,2024-09-05,2,12,7.13,0
1707,2024-09-05,2,13,8.1,1
1708,2024-09-05,2,14,5.46,1
1709,2024-09-05,3,1,12.31,0
1710,2024-09-05,3,2,11.78,1
1711,2024-09-05,3,3,16.0,1
1712,2024-09-05,3,4,12.93,0
1713,2024-09-05,3,5,11.39,0
1714,2024-09-05,3,6,9.96,1
1715,2024-09-05,3,7,11.13,0
1716,2024-09-05,3,8,15.23,0
1717,2024-09-05,3,9,12.24,0
1718,2024-09-05,3,10,10.67,0
1719,2024-09-05,3,11,14.32,1
1720,2024-09-05,3,12,10.24,0
1721,2024-09-05,3,13,7.69,0
1722,2024-09-05,3,14,5.81,0
1723,2024-09-09,1,1,10.42,0
1724,2024-09-09,1,2,11.16,0
1725,2024-09-09,1,3,14.74,0
1726,2024-09-09,1,4,6.99,0
1727,2024-09-09,1,5,10.98,0
1728,2024-09-09,1,6,16.73,1
1729,2024-09-09,1,7,9.1,0
1730,2024-09-09,1,8,13.52,0
1731,2024-09-09,1,9,12.72,0
1732,2024-09-09,1,10,10.27,0
1733,2024-09-09,1,11,8.21,0
1734,2024-09-09,1,12,12.56,0
1735,2024-09-09,1,13,11.45,0
1736,2024-09-09,1,14,4.14,0
1737,2024-09-09,2,1,10.86,0
1738,2024-09-09,2,2,11.42,0
1739,2024-09-09,2,3,9.89,1
1740,2024-09-09,2,4,13.56,0
1741,2024-09-09,2,5,10.91,1
1742,2024-09-09,2,6,13.67,0
1743,2024-09-09,2,7,17.26,1
1744,2024-09-09,2,8,7.82,0
1745,2024-09-09,2,9,9.63,0
1746,2024-09-09,2,10,6.81,0
1747,2024-09-09,2,11,10.45,0
1748,2024-09-09,2,12,12.44,0
1749,2024-09-09,2,13,6.94,0
1750,2024-09-09,2,14,3.89,0
1751,2024-09-09,3,1,10.16,0
1752,2024-09-09,3,2,14.43,0
1753,2024-09-09,3,3,15.09,0
1754,2024-09-09,3,4,10.27,0
1755,2024-09-09,3,5,9.98,0
1756,2024-09-09,3,6,11.71,0
1757,2024-09-09,3,7,11.31,0
1758,2024-09-09,3,8,15.67,0
1759,2024-09-09,3,9,8.23,0
1760,2024-09-09,3,10,8.59,0
1761,2024-09-09,3,11,12.65,0
1762,2024-09-09,3,12,8.7,0
1763,2024-09-09,3,13,9.08,0
1764,2024-09-09,3,14,6.14,0
1765,2024-09-11,1,1,11.59,0
1766,2024-09-11,1,2,16.98,0
1767,2024-09-11,1,3,12.29,0
1768,2024-09-11,1,4,18.03,0
1769,2024-09-11,1,5,15.33,0
1770,2024-09-11,1,6,9.51,0
1771,2024-09-11,1,7,18.62,0
1772,2024-09-11,1,8,8.39,0
1773,2024-09-11,1,9,7.78,0
1774,2024-09-11,1,10,6.5,0
1775,2024-09-11,1,11,11.83,0
1776,2024-09-11,1,12,11.89,0
1777,2024-09-11,1,13,8.9,0
1778,2024-09-11,1,14,8.91,0
1779,2024-09-11,2,1,10.15,0
1780,2024-09-11,2,2,13.1,0
1781,2024-09-11,2,3,8.11,1
1782,2024-09-11,2,4,15.2,0
1783,2024-09-11,2,5,11.91,0
1784,2024-09-11,2,6,14.14,0
1785,2024-09-11,2,7,8.99,1
1786,2024-09-11,2,8,8.47,0
1787,2024-09-11,2,9,12.0,0
1788,2024-09-11,2,10,7.04,0
1789,2024-09-11,2,11,8.37,0
1790,2024-09-11,2,12,5.4,1
1791,2024-09-11,2,13,11.32,0
1792,2024-09-11,2,14,7.1,0
1793,2024-09-11,3,1,10.75,0
1794,2024-09-11,3,2,9.83,0
1795,2024-09-11,3,3,14.1,0
1796,2024-09-11,3,4,9.89,0
1797,2024-09-11,3,5,13.37,0
1798,2024-09-11,3,6,13.43,1
1799,2024-09-11,3,7,16.07,0
1800,2024-09-11,3,8,13.25,0
1801,2024-09-11,3,9,14.29,0
1802,2024-09-11,3,10,12.08,0
1803,2024-09-11,3,11,11.81,0
1804,2024-09-11,3,12,5.51,0
1805,2024-09-11,3,13,8.01,0
1806,2024-09-11,3,14,5.35,0
1807,2024-09-13,1,1,11.02,0
1808,2024-09-13,1,2,14.28,0
1809,2024-09-13,1,3,7.99,0
1810,2024-09-13,1,4,10.06,0
1811,2024-09-13,1,5,9.87,0
1812,2024-09-13,1,6,14.44,0
1813,2024-09-13,1,7,20.29,1
1814,2024-09-13,1,8,19.02,1
1815,2024-09-13,1,9,14.92,0
1816,2024-09-13,1,10,12.26,0
1817,2024-09-13,1,11,6.56,0
1818,2024-09-13,1,12,13.09,0
1819,2024-09-13,1,13,9.74,0
1820,2024-09-13,1,14,5.02,1
1821,2024-09-13,2,1,15.55,1
1822,2024-09-13,2,2,15.15,0
1823,2024-09-13,2,3,9.22,0
1824,2024-09-13,2,4,8.14,0
1825,2024-09-13,2,5,7.82,0
1826,2024-09-13,2,6,14.12,0
1827,2024-09-13,2,7,8.01,0
1828,2024-09-13,2,8,10.7,0
1829,2024-09-13,2,9,7.08,0
1830,2024-09-13,2,10,5.74,0
1831,2024-09-13,2,11,10.26,0
1832,2024-09-13,2,12,7.83,0
1833,2024-09-13,2,13,10.58,0
1834,2024-09-13,2,14,2.42,0
1835,2024-09-13,3,1,13.81,0
1836,2024-09-13,3,2,10.29,0
1837,2024-09-13,3,3,11.7,1
1838,2024-09-13,3,4,10.91,0
1839,2024-09-13,3,5,6.83,0
1840,2024-09-13,3,6,10.5,1
1841,2024-09-13,3,7,10.73,0
1842,2024-09-13,3,8,13.44,0
1843,2024-09-13,3,9,8.58,1
1844,2024-09-13,3,10,5.91,0
1845,2024-09-13,3,11,9.1,0
1846,2024-09-13,3,12,7.32,0
1847,2024-09-13,3,13,11.26,1
1848,2024-09-13,3,14,4.23,0
1849,2024-09-17,1,1,8.79,0
1850,2024-09-17,1,2,12.99,0
1851,2024-09-17,1,3,17.02,0
1852,2024-09-17,1,4,10.31,1
1853,2024-09-17,1,5,15.94,1
1854,2024-09-17,1,6,18.07,1
1855,2024-09-17,1,7,9.85,0
1856,2024-09-17,1,8,12.48,0
1857,2024-09-17,1,9,13.83,0
1858,2024-09-17,1,10,11.68,0
1859,2024-09-17,1,11,11.12,0
1860,2024-09-17,1,12,11.38,0
1861,2024-09-17,1,13,13.01,0
1862,2024-09-17,1,14,7.78,0
1863,2024-09-17,2,1,13.87,1
1864,2024-09-17,2,2,10.36,0
1865,2024-09-17,2,3,12.35,1
1866,2024-09-17,2,4,7.83,0
1867,2024-09-17,2,5,11.87,0
1868,2024-09-17,2,6,6.5,0
1869,2024-09-17,2,7,6.7,0
1870,2024-09-17,2,8,12.7,0
1871,2024-09-17,2,9,12.75,0
1872,2024-09-17,2,10,8.27,0
1873,2024-09-17,2,11,9.19,0
1874,2024-09-17,2,12,11.17,0
1875,2024-09-17,2,13,9.98,0
1876,2024-09-17,2,14,3.81,0
1877,2024-09-17,3,1,7.25,0
1878,2024-09-17,3,2,9.58,0
1879,2024-09-17,3,3,12.93,0
1880,2024-09-17,3,4,13.55,0
1881,2024-09-17,3,5,13.94,1
1882,2024-09-17,3,6,13.52,0
1883,2024-09-17,3,7,10.46,0
1884,2024-09-17,3,8,8.09,0
1885,2024-09-17,3,9,15.83,0
1886,2024-09-17,3,10,6.77,0
1887,2024-09-17,3,11,9.8,0
1888,2024-09-17,3,12,9.62,0
1889,2024-09-17,3,13,10.46,0
1890,2024-09-17,3,14,7.67,0
1891,2024-09-19,1,1,9.37,0
1892,2024-09-19,1,2,9.27,0
1893,2024-09-19,1,3,12.13,0
1894,2024-09-19,1,4,14.33,0
1895,2024-09-19,1,5,12.35,1
1896,2024-09-19,1,6,9.63,0
1897,2024-09-19,1,7,12.59,0
1898,2024-09-19,1,8,14.26,0
1899,2024-09-19,1,9,13.98,0
1900,2024-09-19,1,10,14.56,1
1901,2024-09-19,1,11,10.7,0
1902,2024-09-19,1,12,12.3,0
1903,2024-09-19,1,13,11.33,0
1904,2024-09-19,1,14,6.43,0
1905,2024-09-19,2,1,14.48,1
1906,2024-09-19,2,2,18.71,1
1907,2024-09-19,2,3,10.64,0
1908,2024-09-19,2,4,10.57,0
1909,2024-09-19,2,5,13.32,0
1910,2024-09-19,2,6,6.75,0
1911,2024-09-19,2,7,15.08,0
1912,2024-09-19,2,8,7.63,0
1913,2024-09-19,2,9,8.9,0
1914,2024-09-19,2,10,4.11,0
1915,2024-09-19,2,11,10.29,0
1916,2024-09-19,2,12,6.95,0
1917,2024-09-19,2,13,9.15,0
1918,2024-09-19,2,14,5.48,1
1919,2024-09-19,3,1,10.69,0
1920,2024-09-19,3,2,15.43,0
1921,2024-09-19,3,3,9.91,1
1922,2024-09-19,3,4,15.07,0
1923,2024-09-19,3,5,15.46,0
1924,2024-09-19,3,6,10.59,0
1925,2024-09-19,3,7,12.78,0
1926,2024-09-19,3,8,16.28,0
1927,2024-09-19,3,9,6.79,0
1928,2024-09-19,3,10,11.97,0
1929,2024-09-19,3,11,10.41,0
1930,2024-09-19,3,12,10.35,0
1931,2024-09-19,3,13,5.3,0
1932,2024-09-19,3,14,4.5,0
1933,2024-09-21,1,1,15.68,0
1934,2024-09-21,1,2,17.37,0
1935,2024-09-21,1,3,17.73,0
1936,2024-09-21,1,4,16.25,1
1937,2024-09-21,1,5,21.91,1
1938,2024-09-21,1,6,12.77,0
1939,2024-09-21,1,7,14.47,0
1940,2024-09-21,1,8,11.32,0
1941,2024-09-21,1,9,14.86,0
1942,2024-09-21,1,10,12.12,0
1943,2024-09-21,1,11,7.12,0
1944,2024-09-21,1,12,11.52,0
1945,2024-09-21,1,13,8.96,0
1946,2024-09-21,1,14,7.8,0
1947,2024-09-21,2,1,11.36,0
1948,2024-09-21,2,2,9.08,0
1949,2024-09-21,2,3,15.19,1
1950,2024-09-21,2,4,10.4,0
1951,2024-09-21,2,5,9.47,0
1952,2024-09-21,2,6,16.14,0
1953,2024-09-21,2,7,13.67,0
1954,2024-09-21,2,8,7.33,0
1955,2024-09-21,2,9,8.37,0
1956,2024-09-21,2,10,5.95,0
1957,2024-09-21,2,11,7.42,0
1958,2024-09-21,2,12,8.0,0
1959,2024-09-21,2,13,8.01,0
1960,2024-09-21,2,14,6.14,1
1961,2024-09-21,3,1,15.53,0
1962,2024-09-21,3,2,12.34,0
1963,2024-09-21,3,3,21.38,1
1964,2024-09-21,3,4,13.25,0
1965,2024-09-21,3,5,11.78,0
1966,2024-09-21,3,6,8.26,0
1967,2024-09-21,3,7,9.95,0
1968,2024-09-21,3,8,10.92,1
1969,2024-09-21,3,9,13.8,0
1970,2024-09-21,3,10,9.17,1
1971,2024-09-21,3,11,10.91,1
1972,2024-09-21,3,12,9.84,0
1973,2024-09-21,3,13,7.17,0
1974,2024-09-21,3,14,5.88,1
1975,2024-09-23,1,1,16.09,0
1976,2024-09-23,1,2,11.63,0
1977,2024-09-23,1,3,17.32,0
1978,2024-09-23,1,4,18.27,0
1979,2024-09-23,1,5,11.09,0
1980,2024-09-23,1,6,18.73,1
1981,2024-09-23,1,7,13.99,0
1982,2024-09-23,1,8,16.74,0
1983,2024-09-23,1,9,11.0,1
1984,2024-09-23,1,10,8.7,0
1985,2024-09-23,1,11,8.2,0
1986,2024-09-23,1,12,6.54,0
1987,2024-09-23,1,13,8.55,0
1988,2024-09-23,1,14,8.06,0
1989,2024-09-23,2,1,13.54,1
1990,2024-09-23,2,2,8.84,0
1991,2024-09-23,2,3,13.07,0
1992,2024-09-23,2,4,10.28,0
1993,2024-09-23,2,5,12.52,0
1994,2024-09-23,2,6,18.52,1
1995,2024-09-23,2,7,12.45,0
1996,2024-09-23,2,8,11.68,0
1997,2024-09-23,2,9,13.01,0
1998,2024-09-23,2,10,10.82,0
1999,2024-09-23,2,11,5.81,1
2000,2024-09-23,2,12,6.89,0
2001,2024-09-23,2,13,8.03,0
2002,2024-09-23,2,14,5.32,0
2003,2024-09-23,3,1,14.02,1
2004,2024-09-23,3,2,13.53,0
2005,2024-09-23,3,3,15.31,0
2006,2024-09-23,3,4,12.56,0
2007,2024-09-23,3,5,8.38,1
2008,2024-09-23,3,6,11.24,0
2009,2024-09-23,3,7,12.95,1
2010,2024-09-23,3,8,9.26,0
2011,2024-09-23,3,9,9.2,0
2012,2024-09-23,3,10,8.4,0
2013,2024-09-23,3,11,9.0,0
2014,2024-09-23,3,12,5.47,0
2015,2024-09-23,3,13,11.14,0
2016,2024-09-23,3,14,7.28,0
2017,2024-09-25,1,1,13.84,0
2018,2024-09-25,1,2,7.52,0
2019,2024-09-25,1,3,10.13,0
2020,2024-09-25,1,4,10.5,1
2021,2024-09-25,1,5,9.8,1
2022,2024-09-25,1,6,14.8,0
2023,2024-09-25,1,7,8.81,0
2024,2024-09-25,1,8,10.61,1
2025,2024-09-25,1,9,10.95,0
2026,2024-09-25,1,10,12.07,0
2027,2024-09-25,1,11,7.6,0
2028,2024-09-25,1,12,6.27,0
2029,2024-09-25,1,13,13.43,0
2030,2024-09-25,1,14,6.26,0
2031,2024-09-25,2,1,8.43,0
2032,2024-09-25,2,2,6.55,0
2033,2024-09-25,2,3,7.98,0
2034,2024-09-25,2,4,19.27,1
2035,2024-09-25,2,5,7.61,0
2036,2024-09-25,2,6,11.64,0
2037,2024-09-25,2,7,15.06,0
2038,2024-09-25,2,8,8.82,0
2039,2024-09-25,2,9,9.32,1
2040,2024-09-25,2,10,5.76,0
2041,2024-09-25,2,11,9.36,0
2042,2024-09-25,2,12,5.6,0
2043,2024-09-25,2,13,8.3,0
2044,2024-09-25,2,14,6.94,0
2045,2024-09-25,3,1,14.87,0
2046,2024-09-25,3,2,11.47,0
2047,2024-09-25,3,3,10.98,1
2048,2024-09-25,3,4,10.94,0
2049,2024-09-25,3,5,8.01,0
2050,2024-09-25,3,6,8.25,0
2051,2024-09-25,3,7,17.17,0
2052,2024-09-25,3,8,12.93,0
2053,2024-09-25,3,9,8.47,0
2054,2024-09-25,3,10,9.43,0
2055,2024-09-25,3,11,7.25,0
2056,2024-09-25,3,12,7.78,0
2057,2024-09-25,3,13,7.58,0
2058,2024-09-25,3,14,3.99,0
2059,2024-09-27,1,1,15.11,1
2060,2024-09-27,1,2,9.64,1
2061,2024-09-27,1,3,15.11,0
2062,2024-09-27,1,4,9.16,0
2063,2024-09-27,1,5,9.41,0
2064,2024-09-27,1,6,16.18,0
2065,2024-09-27,1,7,14.07,0
2066,2024-09-27,1,8,16.51,0
2067,2024-09-27,1,9,17.95,0
2068,2024-09-27,1,10,8.81,0
2069,2024-09-27,1,11,8.53,0
2070,2024-09-27,1,12,12.4,0
2071,2024-09-27,1,13,10.91,0
2072,2024-09-27,1,14,7.62,1
2073,2024-09-27,2,1,12.0,0
2074,2024-09-27,2,2,10.03,0
2075,2024-09-27,2,3,10.48,0
2076,2024-09-27,2,4,12.27,0
2077,2024-09-27,2,5,17.99,1
2078,2024-09-27,2,6,13.92,0
2079,2024-09-27,2,7,14.03,0
2080,2024-09-27,2,8,7.55,0
2081,2024-09-27,2,9,9.2,0
2082,2024-09-27,2,10,9.72,0
2083,2024-09-27,2,11,11.23,0
2084,2024-09-27,2,12,5.2,0
2085,2024-09-27,2,13,8.33,0
2086,2024-09-27,2,14,3.93,0
2087,2024-09-27,3,1,12.82,0
2088,2024-09-27,3,2,12.15,0
2089,2024-09-27,3,3,7.63,0
2090,2024-09-27,3,4,13.56,0
2091,2024-09-27,3,5,12.23,0
2092,2024-09-27,3,6,15.13,0
2093,2024-09-27,3,7,17.11,1
2094,2024-09-27,3,8,16.0,0
2095,2024-09-27,3,9,8.98,0
2096,2024-09-27,3,10,5.62,0
2097,2024-09-27,3,11,5.83,0
2098,2024-09-27,3,12,10.14,0
2099,2024-09-27,3,13,7.45,0
2100,2024-09-27,3,14,3.88,0
2101,2024-10-01,1,1,11.51,0
2102,2024-10-01,1,2,7.13,0
2103,2024-10-01,1,3,14.14,0
2104,2024-10-01,1,4,13.21,0
2105,2024-10-01,1,5,14.44,0
2106,2024-10-01,1,6,10.47,0
2107,2024-10-01,1,7,14.23,1
2108,2024-10-01,1,8,8.0,0
2109,2024-10-01,1,9,9.01,0
2110,2024-10-01,1,10,5.65,0
2111,2024-10-01,1,11,8.13,0
2112,2024-10-01,1,12,8.44,0
2113,2024-10-01,1,13,5.94,0
2114,2024-10-01,1,14,5.79,0
2115,2024-10-01,2,1,8.95,0
2116,2024-10-01,2,2,6.64,0
2117,2024-10-01,2,3,11.66,0
2118,2024-10-01,2,4,12.79,0
2119,2024-10-01,2,5,6.0,0
2120,2024-10-01,2,6,12.15,0
2121,2024-10-01,2,7,10.0,1
2122,2024-10-01,2,8,13.45,0
2123,2024-10-01,2,9,7.4,0
2124,2024-10-01,2,10,7.79,0
2125,2024-10-01,2,11,10.05,0
2126,2024-10-01,2,12,6.59,1
2127,2024-10-01,2,13,8.58,0
2128,2024-10-01,2,14,6.29,0
2129,2024-10-01,3,1,9.65,0
2130,2024-10-01,3,2,9.84,0
2131,2024-10-01,3,3,10.32,0
2132,2024-10-01,3,4,8.63,0
2133,2024-10-01,3,5,12.55,0
2134,2024-10-01,3,6,8.74,0
2135,2024-10-01,3,7,13.96,0
2136,2024-10-01,3,8,13.01,0
2137,2024-10-01,3,9,13.31,0
2138,2024-10-01,3,10,7.06,0
2139,2024-10-01,3,11,11.69,1
2140,2024-10-01,3,12,10.47,0
2141,2024-10-01,3,13,7.31,0
2142,2024-10-01,3,14,4.55,1
